"","id10","N","dec10","grp10","anio","comuna"
"1691","Q899",1,"Malformacion congenita, no especificada","",2003,"Quintero"
"1692","R040",2,"Epistaxis","",2003,"Quintero"
"1693","R072",1,"Dolor precordial","",2003,"Quintero"
"1694","R100",1,"Abdomen agudo","",2003,"Quintero"
"1695","R101",1,"Dolor abdominal localizado en parte superior","",2003,"Quintero"
"1696","R104",15,"Otros dolores abdominales y los no especificados","",2003,"Quintero"
"1697","R190",1,"Tumefaccion, masa o prominencia intraabdominal y pelvica","",2003,"Quintero"
"1698","R400",2,"Somnolencia","",2003,"Quintero"
"1699","R509",6,"Fiebre, no especificada","",2003,"Quintero"
"1700","R529",1,"Dolor, no especificado","",2003,"Quintero"
"1701","R560",5,"Convulsiones febriles","",2003,"Quintero"
"1702","R568",5,"Otras convulsiones y las no especificadas","",2003,"Quintero"
"1703","R570",1,"Choque cardiogenico","",2003,"Quintero"
"1704","R571",1,"Choque hipovolemico","",2003,"Quintero"
"1705","R628",1,"Otras faltas del desarrollo fisiologico normal esperado","",2003,"Quintero"
"1706","R634",4,"Perdida anormal de peso","",2003,"Quintero"
"1707","S001",1,"Contusion de los parpados y de la region periocular","",2003,"Quintero"
"1708","S009",3,"Traumatismo superficial de la cabeza, parte no especificada","",2003,"Quintero"
"1709","S010",1,"Herida del cuero cabelludo","",2003,"Quintero"
"1710","S011",1,"Herida del parpado y de la region periocular","",2003,"Quintero"
"1711","S018",1,"Herida de otras partes de la cabeza","",2003,"Quintero"
"1712","S021",1,"Fractura de la base del craneo","",2003,"Quintero"
"1713","S022",2,"Fractura de los huesos de la nariz","",2003,"Quintero"
"1714","S024",2,"Fractura del malar y del hueso maxilar superior","",2003,"Quintero"
"1715","S028",1,"Fractura de otros huesos del craneo y de la cara","",2003,"Quintero"
"1716","S032",1,"Luxacion de diente","",2003,"Quintero"
"1717","S040",1,"Traumatismo del nervio optico [ii par] y de las vias opticas","",2003,"Quintero"
"1718","S054",1,"Herida penetrante de la orbita con o sin cuerpo extraño","",2003,"Quintero"
"1719","S056",1,"Herida penetrante del globo ocular sin cuerpo extraño","",2003,"Quintero"
"1720","S059",4,"Traumatismo del ojo y de la orbita, no especificado","",2003,"Quintero"
"1721","S062",2,"Traumatismo cerebral difuso","",2003,"Quintero"
"1722","S064",1,"Hemorragia epidural","",2003,"Quintero"
"1723","S065",2,"Hemorragia subdural traumatica","",2003,"Quintero"
"1724","S069",10,"Traumatismo intracraneal, no especificado","",2003,"Quintero"
"1725","S098",1,"Otros traumatismos de la cabeza, especificados","",2003,"Quintero"
"1726","S099",1,"Traumatismo de la cabeza, no especificado","",2003,"Quintero"
"1727","S219",4,"Heridas del torax, parte no especificada","",2003,"Quintero"
"1728","S223",3,"Fractura de costilla","",2003,"Quintero"
"1729","S300",2,"Contusion de la region lumbosacra y de la pelvis","",2003,"Quintero"
"1730","S302",1,"Contusion de los organos genitales externos","",2003,"Quintero"
"1731","S318",3,"Heridas de otras partes y de las no especificadas del abdomen","",2003,"Quintero"
"1732","S328",3,"Fractura de otras partes y de las no especificadas de la columna lumbar y de la pelvis","",2003,"Quintero"
"1733","S399",1,"Traumatismo no especificado del abdomen, de la region lumbosacra y de la pelvis","",2003,"Quintero"
"1734","S420",1,"Fractura de la clavicula","",2003,"Quintero"
"1735","S423",2,"Fractura de la diafisis del humero","",2003,"Quintero"
"1736","S424",1,"Fractura de la epifisis inferior del humero","",2003,"Quintero"
"1737","S429",3,"Fractura del hombro y del brazo, parte no especificada","",2003,"Quintero"
"1738","S435",1,"Esguinces y torceduras de la articulacion acromioclavicular","",2003,"Quintero"
"1739","S519",1,"Heridas del antebrazo, parte no especificada","",2003,"Quintero"
"1740","S520",2,"Fractura de la epifisis superior del cubito","",2003,"Quintero"
"1741","S525",1,"Fractura de la epifisis inferior del radio","",2003,"Quintero"
"1742","S528",1,"Fractura de otras partes del antebrazo","",2003,"Quintero"
"1743","S529",5,"Fractura del antebrazo, parte no especificada","",2003,"Quintero"
"1744","S610",1,"Herida de dedo(s) de la mano, sin daño de la(s) uña(s)","",2003,"Quintero"
"1745","S619",1,"Herida de la muñeca y de la mano, parte no especificada","",2003,"Quintero"
"1746","S625",3,"Fractura del pulgar","",2003,"Quintero"
"1747","S626",1,"Fractura de otro dedo de la mano","",2003,"Quintero"
"1748","S628",7,"Fractura de otras partes y de las no especificadas de la muñeca y de la mano","",2003,"Quintero"
"1749","S634",1,"Ruptura traumatica de ligamentos del dedo de la mano en la(s) articulacion(es) metacarpofalangica e interfalangica","",2003,"Quintero"
"1750","S636",1,"Esguinces y torceduras de dedo(s) de la mano","",2003,"Quintero"
"1751","S670",1,"Traumatismo por aplastamiento del pulgar y otro(s) dedo(s)","",2003,"Quintero"
"1752","S681",1,"Amputacion traumatica de otro dedo unico (completa) (parcial)","",2003,"Quintero"
"1753","S700",2,"Contusion de la cadera","",2003,"Quintero"
"1754","S711",1,"Herida del muslo","",2003,"Quintero"
"1755","S720",15,"Fractura del cuello del femur","",2003,"Quintero"
"1756","S721",1,"Fractura pertrocanteriana","",2003,"Quintero"
"1757","S723",1,"Fractura de la diafisis del femur","",2003,"Quintero"
"1758","S728",1,"Fractura de otras partes del femur","",2003,"Quintero"
"1759","S729",4,"Fractura del femur, parte no especificada","",2003,"Quintero"
"1760","S810",1,"Herida de la rodilla","",2003,"Quintero"
"1761","S819",1,"Herida de la pierna, parte no especificada","",2003,"Quintero"
"1762","S820",3,"Fractura de la rotula","",2003,"Quintero"
"1763","S821",1,"Fractura de la epifisis superior de la tibia","",2003,"Quintero"
"1764","S822",1,"Fractura de la diafisis de la tibia","",2003,"Quintero"
"1765","S825",1,"Fractura del maleolo interno","",2003,"Quintero"
"1766","S828",9,"Fractura de otras partes de la pierna","",2003,"Quintero"
"1767","S829",3,"Fractura de la pierna, parte no especificada","",2003,"Quintero"
"1768","S832",2,"Desgarro de meniscos, presente","",2003,"Quintero"
"1769","S860",1,"Traumatismo del tendon de aquiles","",2003,"Quintero"
"1770","S920",1,"Fractura del calcaneo","",2003,"Quintero"
"1771","S923",1,"Fractura de hueso del metatarso","",2003,"Quintero"
"1772","S925",2,"Fractura de los huesos de otro(s) dedo(s) del pie","",2003,"Quintero"
"1773","S930",4,"Luxacion de la articulacion del tobillo","",2003,"Quintero"
"1774","S936",1,"Esguinces y torceduras de otros sitios y de los no especificados del pie","",2003,"Quintero"
"1775","S978",1,"Traumatismo por aplastamiento de otras partes del pie y del tobillo","",2003,"Quintero"
"1776","T009",9,"Traumatismos superficiales multiples, no especificados","",2003,"Quintero"
"1777","T141",3,"Herida de region no especificada del cuerpo","",2003,"Quintero"
"1778","T180",1,"Cuerpo extraño en la boca","",2003,"Quintero"
"1779","T201",1,"Quemadura de la cabeza y del cuello, de primer grado","",2003,"Quintero"
"1780","T202",2,"Quemadura de la cabeza y del cuello, de segundo grado","",2003,"Quintero"
"1781","T222",1,"Quemadura del hombro y miembro superior, de segundo grado, excepto de la muñeca y de la mano","",2003,"Quintero"
"1782","T230",2,"Quemadura de la muñeca y de la mano, grado no especificado","",2003,"Quintero"
"1783","T242",2,"Quemadura de la cadera y del miembro inferior, de segundo grado, excepto tobillo y pie","",2003,"Quintero"
"1784","T290",1,"Quemaduras de multiples regiones, grado no especificado","",2003,"Quintero"
"1785","T300",3,"Quemadura de region del cuerpo y grado no especificados","",2003,"Quintero"
"1786","T310",1,"Quemaduras que afectan menos del 10% de la superficie del cuerpo","",2003,"Quintero"
"1787","T311",1,"Quemaduras que afectan del 10% al 19% de la superficie del cuerpo","",2003,"Quintero"
"1788","T509",1,"Envenenamiento por diureticos y otras drogas, medicamentos y sustancias biologicas no especificadas: otras drogas y sustancias biologicas, y las no especificadas","",2003,"Quintero"
"1789","T659",1,"Efecto toxico de otras sustancias y las no especificadas: efecto toxico de sustancia no especificada","",2003,"Quintero"
"1790","T813",1,"Desgarro de herida operatoria, no clasificado en otra parte","",2003,"Quintero"
"1791","T814",3,"Infeccion consecutiva a procedimiento, no clasificada en otra parte","",2003,"Quintero"
"1792","T818",2,"Otras complicaciones de procedimientos, no clasificadas en otra parte","",2003,"Quintero"
"1793","T819",1,"Complicaciones de procedimientos, no especificada","",2003,"Quintero"
"1794","T840",1,"Complicacion mecanica de protesis articular interna","",2003,"Quintero"
"1795","T841",1,"Complicacion mecanica de dispositivo de fijacion interna de huesos de un miembro","",2003,"Quintero"
"1796","T932",1,"Secuelas de otras fracturas de miembro inferior","",2003,"Quintero"
"1797","Z010",1,"Examen de ojos y de la vision","",2003,"Quintero"
"1798","Z018",2,"Otros examenes especiales especificados","",2003,"Quintero"
"1799","Z019",1,"Examen especial no especificado","",2003,"Quintero"
"1800","Z031",1,"Observacion por sospecha de tumor maligno","",2003,"Quintero"
"1801","Z035",2,"Observacion por sospecha de otras enfermedades cardiovasculares","",2003,"Quintero"
"1802","Z038",1,"Observacion por sospecha de otras enfermedades y afecciones","",2003,"Quintero"
"1803","Z039",1,"Observacion por sospecha de enfermedad o afeccion no especificada","",2003,"Quintero"
"1804","Z088",1,"Examen de seguimiento consecutivo a otro tratamiento por tumor maligno","",2003,"Quintero"
"1805","Z094",1,"Examen de seguimiento consecutivo a tratamiento de fractura","",2003,"Quintero"
"1806","Z302",4,"Esterilizacion","",2003,"Quintero"
"1807","Z352",1,"Supervision de embarazo con otro riesgo en la historia obstetrica o reproductiva","",2003,"Quintero"
"1808","Z357",1,"Supervision de embarazo de alto riesgo debido a problemas sociales","",2003,"Quintero"
"1809","Z358",1,"Supervision de otros embarazos de alto riesgo","",2003,"Quintero"
"1810","Z359",5,"Supervision de embarazo de alto riesgo, sin otra especificacion","",2003,"Quintero"
"1811","Z391",1,"Atencion y examen de madre en periodo de lactancia","",2003,"Quintero"
"1812","Z392",28,"Seguimiento postparto, de rutina","",2003,"Quintero"
"1813","Z411",2,"Otras cirugias plasticas por razones esteticas","",2003,"Quintero"
"1814","Z433",3,"Atencion de colostomia","",2003,"Quintero"
"1815","Z450",2,"Asistencia y ajuste de marcapaso cardiaco","",2003,"Quintero"
"1816","Z459",1,"Asistencia y ajuste de dispositivo implantado no especificado","",2003,"Quintero"
"1817","Z470",10,"Cuidados posteriores a la extraccion de placa u otro dispositivo de fijacion interna en fractura","",2003,"Quintero"
"1818","Z478",1,"Otros cuidados especificados posteriores a la ortopedia","",2003,"Quintero"
"1819","Z491",1,"Dialisis extracorporea","",2003,"Quintero"
"1820","Z503",2,"Rehabilitacion del drogadicto","",2003,"Quintero"
"1821","Z511",9,"Sesion de quimioterapia por tumor","",2003,"Quintero"
"1822","Z512",27,"Otra quimioterapia","",2003,"Quintero"
"1823","Z518",1,"Otras atenciones medicas especificadas","",2003,"Quintero"
"1824","Z540",6,"Convalecencia consecutiva a cirugia","",2003,"Quintero"
"1825","Z544",1,"Convalecencia consecutiva a tratamiento de fractura","",2003,"Quintero"
"1826","Z599",8,"Problemas no especificados relacionados con la vivienda y las circunstancias economicas","",2003,"Quintero"
"1827","Z915",11,"Historia personal de lesion autoinfligida intencionalmente","",2003,"Quintero"
"1828","Z940",2,"Trasplante de riñon","",2003,"Quintero"
"1829","Z947",2,"Trasplante de cornea","",2003,"Quintero"
"1830","Z992",1,"Dependencia de dialisis renal","",2003,"Quintero"
"1831","A010",2,"Fiebre tifoidea","",2004,"Quintero"
"1832","A060",1,"Disenteria amebiana aguda","",2004,"Quintero"
"1833","A080",6,"Enteritis debida a rotavirus","",2004,"Quintero"
"1834","A188",1,"Tuberculosis de otros organos especificados","",2004,"Quintero"
"1835","A379",2,"Tos ferina, no especificada","",2004,"Quintero"
"1836","A419",6,"Septicemia, no especificada","",2004,"Quintero"
"1837","A499",2,"Infeccion bacteriana, no especificada","",2004,"Quintero"
"1838","A527",1,"Otras sifilis tardias sintomaticas","",2004,"Quintero"
"1839","A879",1,"Meningitis viral, sin otra especificacion","",2004,"Quintero"
"1840","B019",1,"Varicela sin complicaciones","",2004,"Quintero"
"1841","B159",1,"Hepatitis aguda tipo a, con coma hepatico","",2004,"Quintero"
"1842","B302",1,"Faringoconjuntivitis viral","",2004,"Quintero"
"1843","B349",2,"Infeccion viral, no especificada","",2004,"Quintero"
"1844","C159",11,"Tumor maligno del esofago, parte no especificada","",2004,"Quintero"
"1845","C169",4,"Tumor maligno del estomago, parte no especificada","",2004,"Quintero"
"1846","C187",2,"Tumor maligno del colon sigmoide","",2004,"Quintero"
"1847","C189",1,"Tumor maligno del colon, parte no especificada","",2004,"Quintero"
"1848","C220",2,"Carcinoma de celulas hepaticas","",2004,"Quintero"
"1849","C229",4,"Tumor maligno del higado, no especificado","",2004,"Quintero"
"1850","C250",1,"Tumor maligno de la cabeza del pancreas","",2004,"Quintero"
"1851","C259",1,"Tumor maligno del pancreas, parte no especificada","",2004,"Quintero"
"1852","C320",1,"Tumor maligno de la glotis","",2004,"Quintero"
"1853","C349",1,"Tumor maligno de los bronquios o del pulmon, parte no especificada","",2004,"Quintero"
"1854","C439",2,"Melanoma maligno de piel, sitio no especificado","",2004,"Quintero"
"1855","C457",1,"Mesotelioma de otros sitios especificados","",2004,"Quintero"
"1856","C459",1,"Mesotelioma, de sitio no especificado","",2004,"Quintero"
"1857","C479",1,"Tumor maligno de los nervios perifericos y del sistema nervioso autonomo, parte no especificada","",2004,"Quintero"
"1858","C509",15,"Tumor maligno de la mama, parte no especificada","",2004,"Quintero"
"1859","C539",6,"Tumor maligno del cuello del utero, sin otra especificacion","",2004,"Quintero"
"1860","C679",1,"Tumor maligno de la vejiga urinaria, parte no especificada","",2004,"Quintero"
"1861","C716",1,"Tumor maligno del cerebelo","",2004,"Quintero"
"1862","C719",1,"Tumor maligno del encefalo, parte no especificada","",2004,"Quintero"
"1863","C753",1,"Tumor maligno de la glandula pineal","",2004,"Quintero"
"1864","C792",1,"Tumor maligno secundario de la piel","",2004,"Quintero"
"1865","C798",1,"Tumor maligno secundario de otros sitios especificados","",2004,"Quintero"
"1866","C819",1,"Enfermedad de hodgkin, no especificada","",2004,"Quintero"
"1867","C859",4,"Linfoma no hodgkin, no especificado","",2004,"Quintero"
"1868","C900",3,"Mieloma multiple","",2004,"Quintero"
"1869","C910",31,"Leucemia linfoblastica aguda","",2004,"Quintero"
"1870","C919",1,"Leucemia linfoide, sin otra especificacion","",2004,"Quintero"
"1871","C920",2,"Leucemia mieloide aguda","",2004,"Quintero"
"1872","C929",1,"Leucemia mieloide, sin otra especificacion","",2004,"Quintero"
"1873","C959",2,"Leucemia, no especificada","",2004,"Quintero"
"1874","D061",1,"Carcinoma in situ del exocervix","",2004,"Quintero"
"1875","D069",3,"Carcinoma in situ del cuello del utero, parte no especificada","",2004,"Quintero"
"1876","D141",1,"Tumor benigno de la laringe","",2004,"Quintero"
"1877","D163",1,"Tumor benigno de los huesos cortos del miembro inferior","",2004,"Quintero"
"1878","D173",1,"Tumor benigno lipomatoso de piel y de tejido subcutaneo de otros sitios y de los no especificados","",2004,"Quintero"
"1879","D232",1,"Tumor benigno de la piel de la oreja y del conducto auditivo externo","",2004,"Quintero"
"1880","D259",11,"Leiomioma del utero, sin otra especificacion","",2004,"Quintero"
"1881","D269",18,"Tumor benigno del utero, parte no especificada","",2004,"Quintero"
"1882","D375",2,"Tumor de comportamiento incierto o desconocido del recto","",2004,"Quintero"
"1883","D376",1,"Tumor de comportamiento incierto o desconocido del higado, de la vesicula biliar y del conducto biliar","",2004,"Quintero"
"1884","D377",2,"Tumor de comportamiento incierto o desconocido de otros organos digestivos especificados","",2004,"Quintero"
"1885","D381",1,"Tumor de comportamiento incierto o desconocido de la traquea, de los bronquios y del pulmon","",2004,"Quintero"
"1886","D391",9,"Tumor de comportamiento incierto o desconocido del ovario","",2004,"Quintero"
"1887","D397",6,"Tumor de comportamiento incierto o desconocido de otros organos genitales femeninos","",2004,"Quintero"
"1888","D401",1,"Tumor de comportamiento incierto o desconocido del testiculo","",2004,"Quintero"
"1889","D410",3,"Tumor de comportamiento incierto o desconocido del riñon","",2004,"Quintero"
"1890","D414",3,"Tumor de comportamiento incierto o desconocido de la vejiga","",2004,"Quintero"
"1891","D430",1,"Tumor de comportamiento incierto o desconocido del encefalo, supratentorial","",2004,"Quintero"
"1892","D431",1,"Tumor de comportamiento incierto o desconocido del encefalo, infratentorial","",2004,"Quintero"
"1893","D471",1,"Enfermedad mieloproliferativa cronica","",2004,"Quintero"
"1894","D479",1,"Tumores de comportamiento incierto o desconocido del tejido linfatico, de los organos hematopoyeticos y de tejidos afines, no especificados","",2004,"Quintero"
"1895","D480",1,"Tumor de comportamiento incierto o desconocido del hueso y cartilago articular","",2004,"Quintero"
"1896","D481",1,"Tumor de comportamiento incierto o desconocido del tejido conjuntivo y otro tejido blando","",2004,"Quintero"
"1897","D485",3,"Tumor de comportamiento incierto o desconocido de la piel","",2004,"Quintero"
"1898","D486",6,"Tumor de comportamiento incierto o desconocido de la mama","",2004,"Quintero"
"1899","D487",5,"Tumor de comportamiento incierto o desconocido de otros sitios especificados","",2004,"Quintero"
"1900","D489",1,"Tumor de comportamiento incierto o desconocido, de sitio no especificado","",2004,"Quintero"
"1901","D619",3,"Anemia aplastica, sin otra especificacion","",2004,"Quintero"
"1902","D649",5,"Anemia de tipo no especificado","",2004,"Quintero"
"1903","D691",1,"Defectos cualitativos de las plaquetas","",2004,"Quintero"
"1904","D692",1,"Otras purpuras no trombocitopenicas","",2004,"Quintero"
"1905","D693",1,"Purpura trombocitopenica idiopatica","",2004,"Quintero"
"1906","D759",1,"Enfermedad de la sangre y de los organos hematopoyeticos, no especificada","",2004,"Quintero"
"1907","E042",2,"Bocio multinodular no toxico","",2004,"Quintero"
"1908","E049",1,"Bocio no toxico, no especificado","",2004,"Quintero"
"1909","E050",4,"Tirotoxicosis con bocio difuso","",2004,"Quintero"
"1910","E052",1,"Tirotoxicosis con bocio multinodular toxico","",2004,"Quintero"
"1911","E059",3,"Tirotoxicosis, no especificada","",2004,"Quintero"
"1912","E063",1,"Tiroiditis autoinmune","",2004,"Quintero"
"1913","E100",1,"Diabetes mellitus insulinodependiente con coma","",2004,"Quintero"
"1914","E101",1,"Diabetes mellitus insulinodependiente con cetoacidosis","",2004,"Quintero"
"1915","E115",2,"Diabetes mellitus no insulinodependiente con complicaciones circulatorias perifericas","",2004,"Quintero"
"1916","E118",4,"Diabetes mellitus no insulinodependiente con complicaciones no especificadas","",2004,"Quintero"
"1917","E119",1,"Diabetes mellitus no insulinodependiente sin mencion de complicacion","",2004,"Quintero"
"1918","E136",2,"Otras diabetes mellitus especificadas con otras complicaciones especificadas","",2004,"Quintero"
"1919","E141",2,"Diabetes mellitus, no especificada con cetoacidosis","",2004,"Quintero"
"1920","E142",1,"Diabetes mellitus, no especificada con complicaciones renales","",2004,"Quintero"
"1921","E145",17,"Diabetes mellitus, no especificada con complicaciones circulatorias perifericas","",2004,"Quintero"
"1922","E149",7,"Diabetes mellitus, no especificada sin mencion de complicacion","",2004,"Quintero"
"1923","E162",2,"Hipoglicemia , no especificada","",2004,"Quintero"
"1924","E213",1,"Hiperparatiroidismo, sin otra especificacion","",2004,"Quintero"
"1925","E440",3,"Desnutricion proteicocalorica moderada","",2004,"Quintero"
"1926","E441",1,"Desnutricion proteicocalorica leve","",2004,"Quintero"
"1927","E668",2,"Otros tipos de obesidad","",2004,"Quintero"
"1928","E669",1,"Obesidad, no especificada","",2004,"Quintero"
"1929","E881",2,"Lipodistrofia, no clasificada en otra parte","",2004,"Quintero"
"1930","F058",1,"Otros delirios","",2004,"Quintero"
"1931","F068",1,"Otros trastornos mentales especificados debidos a lesion y disfuncion cerebral y a enfermedad fisica","",2004,"Quintero"
"1932","F079",1,"Trastorno organico de la personalidad y del comportamiento, no especificado, debido a enfermedad, lesion y disfuncion cerebral","",2004,"Quintero"
"1933","F100",4,"Trastornos mentales y del comportamiento debidos al uso del alcohol: intoxicacion aguda","",2004,"Quintero"
"1934","F102",9,"Trastornos mentales y del comportamiento debidos al uso del alcohol: sindrome de dependencia","",2004,"Quintero"
"1935","F103",5,"Trastornos mentales y del comportamiento debidos al uso del alcohol: estado de abstinencia","",2004,"Quintero"
"1936","F106",1,"Trastornos mentales y del comportamiento debidos al uso del alcohol: sindrome amnesico","",2004,"Quintero"
"1937","F142",1,"Trastornos mentales y del comportamiento debidos al uso de cocaina: sindrome de dependencia","",2004,"Quintero"
"1938","F192",2,"Trastornos mentales y del comportamiento debidos al uso de multiples drogas y al uso de otras sustancias psicoactivas: sindrome de dependencia","",2004,"Quintero"
"1939","F195",1,"Trastornos mentales y del comportamiento debidos al uso de multiples drogas y al uso de otras sustancias psicoactivas: trastorno psicotico","",2004,"Quintero"
"1940","F203",1,"Esquizofrenia indiferenciada","",2004,"Quintero"
"1941","F206",1,"Esquizofrenia simple","",2004,"Quintero"
"1942","F209",4,"Esquizofrenia, no especificada","",2004,"Quintero"
"1943","F239",1,"Trastorno psicotico agudo y transitorio, no especificado de tipo esquizofrenico","",2004,"Quintero"
"1944","F319",2,"Trastorno afectivo bipolar, no especificado","",2004,"Quintero"
"1945","F322",3,"Episodio depresivo grave sin sintomas psicoticos","",2004,"Quintero"
"1946","F329",5,"Episodio depresivo, no especificado","",2004,"Quintero"
"1947","F420",1,"Predominio de pensamientos o rumiaciones obsesivas","",2004,"Quintero"
"1948","F448",2,"Otros trastornos disociativos [de conversion]","",2004,"Quintero"
"1949","F449",4,"Trastorno disociativo [de conversion], no especificado","",2004,"Quintero"
"1950","F488",1,"Otros trastornos neuroticos especificados","",2004,"Quintero"
"1951","F522",1,"Falla de la respuesta genital","",2004,"Quintero"
"1952","F602",1,"Trastorno asocial de la personalidad","",2004,"Quintero"
"1953","F799",1,"Retraso mental, no especificado: deterioro del comportamiento de grado no especificado","",2004,"Quintero"
"1954","G113",2,"Ataxia cerebelosa con reparacion defectuosa del adn","",2004,"Quintero"
"1955","G409",13,"Epilepsia, tipo no especificado","",2004,"Quintero"
"1956","G439",1,"Migraña, no especificada","",2004,"Quintero"
"1957","G459",2,"Isquemia cerebral transitoria, sin otra especificacion","",2004,"Quintero"
"1958","G473",1,"Apnea del sueño","",2004,"Quintero"
"1959","G560",2,"Sindrome del tunel carpiano","",2004,"Quintero"
"1960","G562",1,"Lesion del nervio cubital","",2004,"Quintero"
"1961","G822",1,"Paraplejia, no especificada","",2004,"Quintero"
"1962","H001",2,"Calacio [chalazion]","",2004,"Quintero"
"1963","H021",1,"Ectropion del parpado","",2004,"Quintero"
"1964","H045",1,"Estenosis e insuficiencia de las vias lagrimales","",2004,"Quintero"
"1965","H110",2,"Pterigion","",2004,"Quintero"
"1966","H163",1,"Queratitis intersticial y profunda","",2004,"Quintero"
"1967","H259",1,"Catarata senil, no especificada","",2004,"Quintero"
"1968","H269",17,"Catarata, no especificada","",2004,"Quintero"
"1969","H330",1,"Desprendimiento de la retina con ruptura","",2004,"Quintero"
"1970","H332",2,"Desprendimiento seroso de la retina","",2004,"Quintero"
"1971","H353",1,"Degeneracion de la macula y del polo posterior del ojo","",2004,"Quintero"
"1972","H402",1,"Glaucoma primario de angulo cerrado","",2004,"Quintero"
"1973","H409",3,"Glaucoma, no especificado","",2004,"Quintero"
"1974","H448",1,"Otros trastornos del globo ocular","",2004,"Quintero"
"1975","H509",3,"Estrabismo, no especificado","",2004,"Quintero"
"1976","H600",2,"Absceso del oido externo","",2004,"Quintero"
"1977","H650",1,"Otitis media aguda serosa","",2004,"Quintero"
"1978","H669",1,"Otitis media, no especificada","",2004,"Quintero"
"1979","H819",1,"Trastorno de la funcion vestibular, no especificado","",2004,"Quintero"
"1980","I050",1,"Estenosis mitral","",2004,"Quintero"
"1981","I082",1,"Trastornos de las valvulas aortica y tricuspide","",2004,"Quintero"
"1982","I119",2,"Enfermedad cardiaca hipertensiva sin insuficiencia cardiaca (congestiva)","",2004,"Quintero"
"1983","I129",1,"Enfermedad renal hipertensiva sin insuficiencia renal","",2004,"Quintero"
"1984","I150",1,"Hipertension renovascular","",2004,"Quintero"
"1985","I200",8,"Angina inestable","",2004,"Quintero"
"1986","I210",1,"Infarto transmural agudo del miocardio de la pared anterior","",2004,"Quintero"
"1987","I219",5,"Infarto agudo del miocardio, sin otra especificacion","",2004,"Quintero"
"1988","I254",1,"Aneurisma de arteria coronaria","",2004,"Quintero"
"1989","I259",8,"Enfermedad isquemia cronica del corazon, no especificada","",2004,"Quintero"
"1990","I269",4,"Embolia pulmonar sin mencion de corazon pulmonar agudo","",2004,"Quintero"
"1991","I330",1,"Endocarditis infecciosa aguda y subaguda","",2004,"Quintero"
"1992","I350",3,"Estenosis (de la valvula) aortica","",2004,"Quintero"
"1993","I358",1,"Otros trastornos de la valvula aortica","",2004,"Quintero"
"1994","I442",2,"Bloqueo auriculoventricular completo","",2004,"Quintero"
"1995","I443",1,"Otros tipos de bloqueo auriculoventricular y los no especificados","",2004,"Quintero"
"1996","I470",1,"Arritmia por reentrada ventricular","",2004,"Quintero"
"1997","I471",1,"Taquicardia supraventricular","",2004,"Quintero"
"1998","I472",1,"Taquicardia ventricular","",2004,"Quintero"
"1999","I490",1,"Fibrilacion y aleteo ventricular","",2004,"Quintero"
"2000","I495",2,"Sindrome del seno enfermo","",2004,"Quintero"
"2001","I499",1,"Arritmia cardiaca, no especificada","",2004,"Quintero"
"2002","I500",13,"Insuficiencia cardiaca congestiva","",2004,"Quintero"
"2003","I509",13,"Insuficiencia cardiaca, no especificada","",2004,"Quintero"
"2004","I519",5,"Enfermedad cardiaca, no especificada","",2004,"Quintero"
"2005","I619",3,"Hemorragia intraencefalica, no especificada","",2004,"Quintero"
"2006","I620",3,"Hemorragia subdural (aguda) (no traumatica)","",2004,"Quintero"
"2007","I629",1,"Hemorragia intracraneal (no traumatica), no especificada","",2004,"Quintero"
"2008","I634",2,"Infarto cerebral debido a embolia de arterias cerebrales","",2004,"Quintero"
"2009","I651",1,"Oclusion y estenosis de arteria basilar","",2004,"Quintero"
"2010","I652",2,"Oclusion y estenosis de arteria carotida","",2004,"Quintero"
"2011","I653",1,"Oclusion y estenosis multiple bilateral de arterias precerebrales","",2004,"Quintero"
"2012","I669",1,"Oclusion y estenosis de arteria cerebral no especificada","",2004,"Quintero"
"2013","I671",3,"Aneurisma cerebral, sin ruptura","",2004,"Quintero"
"2014","I678",15,"Otras enfermedades cerebrovasculares especificadas","",2004,"Quintero"
"2015","I709",1,"Aterosclerosis generalizada y la no especificada","",2004,"Quintero"
"2016","I714",1,"Aneurisma de la aorta abdominal, sin mencion de ruptura","",2004,"Quintero"
"2017","I743",1,"Embolia y trombosis de arterias de los miembros inferiores","",2004,"Quintero"
"2018","I749",1,"Embolia y trombosis de arteria no especificada","",2004,"Quintero"
"2019","I770",1,"Fistula arteriovenosa, adquirida","",2004,"Quintero"
"2020","I802",4,"Flebitis y tromboflebitis de otros vasos profundos de los miembros inferiores","",2004,"Quintero"
"2021","I809",1,"Flebitis y tromboflebitis de sitio no especificado","",2004,"Quintero"
"2022","I828",1,"Embolia y trombosis de otras venas especificadas","",2004,"Quintero"
"2023","I829",4,"Embolia y trombosis de vena no especificada","",2004,"Quintero"
"2024","I830",5,"Venas varicosas de los miembros inferiores con ulcera","",2004,"Quintero"
"2025","I831",1,"Venas varicosas de los miembros inferiores con inflamacion","",2004,"Quintero"
"2026","I832",1,"Venas varicosas de los miembros inferiores con ulcera e inflamacion","",2004,"Quintero"
"2027","I839",6,"Venas varicosas de los miembros inferiores sin ulcera ni inflamacion","",2004,"Quintero"
"2028","I848",1,"Hemorroides no especificadas, con otras complicaciones","",2004,"Quintero"
"2029","I849",1,"Hemorroides no especificadas, sin complicacion","",2004,"Quintero"
"2030","I850",1,"Varices esofagicas con hemorragia","",2004,"Quintero"
"2031","I861",5,"Varices escrotales","",2004,"Quintero"
