"","id10","N","dec10","grp10","anio"
"2663","K413",1,"Hernia femoral unilateral o no especificada, con obstruccion, sin gangrena","",2005
"2664","K419",1,"Hernia femoral unilateral o no especificada, sin obstruccion ni gangrena","",2005
"2665","K420",1,"Hernia umbilical con obstruccion, sin gangrena","",2005
"2666","K429",1,"Hernia umbilical sin obstruccion ni gangrena","",2005
"2667","K439",6,"Hernia ventral sin obstruccion ni gangrena","",2005
"2668","K449",2,"Hernia diafragmatica sin obstruccion ni gangrena","",2005
"2669","K519",3,"Colitis ulcerativa, sin otra especificacion","",2005
"2670","K529",5,"Colitis y gastroenteritis no infecciosas, no especificadas","",2005
"2671","K550",2,"Trastorno vascular agudo de los intestinos","",2005
"2672","K560",2,"Ileo paralitico","",2005
"2673","K561",1,"Invaginacion","",2005
"2674","K562",1,"Volvulo","",2005
"2675","K564",2,"Otras obstrucciones del intestino","",2005
"2676","K565",1,"Adherencias [bridas] intestinales con obstruccion","",2005
"2677","K566",4,"Otras obstrucciones intestinales y las no especificadas","",2005
"2678","K579",3,"Enfermedad diverticular del intestino, parte no especificada, sin perforacion ni absceso","",2005
"2679","K589",1,"Sindrome del colon irritable sin diarrea","",2005
"2680","K590",2,"Constipacion","",2005
"2681","K599",1,"Trastorno funcional intestinal, no especificado","",2005
"2682","K610",2,"Absceso anal","",2005
"2683","K611",1,"Absceso rectal","",2005
"2684","K628",1,"Otras enfermedades especificadas del ano y del recto","",2005
"2685","K630",1,"Absceso del intestino","",2005
"2686","K703",3,"Cirrosis hepatica alcoholica","",2005
"2687","K719",1,"Enfermedad toxica del higado, no especificada","",2005
"2688","K720",2,"Insuficiencia hepatica aguda o subaguda","",2005
"2689","K721",3,"Insuficiencia hepatica cronica","",2005
"2690","K729",1,"Insuficiencia hepatica, no especificada","",2005
"2691","K739",1,"Hepatitis cronica, no especificada","",2005
"2692","K745",1,"Cirrosis biliar, no especificada","",2005
"2693","K746",1,"Otras cirrosis del higado y la no especificadas","",2005
"2694","K769",2,"Enfermedad del higado, no especificada","",2005
"2695","K800",3,"Calculo de la vesicula biliar con colecistitis aguda","",2005
"2696","K801",5,"Calculo de la vesicula biliar con otra colecistitis","",2005
"2697","K802",28,"Calculo de la vesicula biliar sin colecistitis","",2005
"2698","K804",1,"Calculo de conducto biliar con colecistitis","",2005
"2699","K805",4,"Calculo de conducto biliar sin colangitis ni colecistitis","",2005
"2700","K810",7,"Colecistitis aguda","",2005
"2701","K820",1,"Obstruccion de la vesicula biliar","",2005
"2702","K830",2,"Colangitis","",2005
"2703","K914",1,"Disfuncion de colostomia o enterostomia","",2005
"2704","K920",7,"Hematemesis","",2005
"2705","K921",2,"Melena","",2005
"2706","K922",2,"Hemorragia gastrointestinal, no especificada","",2005
"2707","L020",2,"Absceso cutaneo, furunculo y antrax de la cara","",2005
"2708","L021",1,"Absceso cutaneo, furunculo y antrax de la cuello","",2005
"2709","L022",2,"Absceso cutaneo, furunculo y antrax del tronco","",2005
"2710","L023",1,"Absceso cutaneo, furunculo y antrax de gluteos","",2005
"2711","L024",5,"Absceso cutaneo, furunculo y antrax de miembro","",2005
"2712","L031",17,"Celulitis de otras partes de los miembros","",2005
"2713","L032",4,"Celulitis de la cara","",2005
"2714","L039",1,"Celulitis de sitio no especificado","",2005
"2715","L048",1,"Linfadenitis aguda de otros sitios","",2005
"2716","L088",2,"Otras infecciones locales especificadas de la piel y del tejido subcutaneo","",2005
"2717","L089",5,"Infeccion local de la piel y del tejido subcutaneo, no especificada","",2005
"2718","L720",1,"Quiste epidermico","",2005
"2719","L729",1,"Quiste folicular de la piel y del tejido subcutaneo, sin otra especificacion","",2005
"2720","M009",1,"Artritis piogena, no especificada","",2005
"2721","M069",1,"Artritis reumatoide, no especificada","",2005
"2722","M161",1,"Otras coxartrosis primarias","",2005
"2723","M199",1,"Artrosis, no especificada","",2005
"2724","M201",4,"Hallux valgus (adquirido)","",2005
"2725","M211",1,"Deformidad en varo, no clasificada en otra","",2005
"2726","M222",1,"Trastornos rotulofemorales","",2005
"2727","M232",4,"Trastorno del menisco debido a desgarro o lesion antigua","",2005
"2728","M233",2,"Otros trastornos de los meniscos","",2005
"2729","M235",1,"Inestabilidad cronica de la rodilla","",2005
"2730","M238",1,"Otros trastornos internos de la rodilla","",2005
"2731","M239",11,"Trastornos interno de la rodilla, no especificado","",2005
"2732","M255",1,"Dolor en articulacion","",2005
"2733","M329",1,"Lupus eritematoso sistemico, sin otra especificacion","",2005
"2734","M411",1,"Escoliosis idiopatica juvenil","",2005
"2735","M512",9,"Otros desplazamientos especificados de disco intervertebral","",2005
"2736","M542",1,"Cervicalgia","",2005
"2737","M544",1,"Lumbago con ciatica","",2005
"2738","M545",6,"Lumbago no especificado","",2005
"2739","M621",1,"Otros desgarros (no traumaticos) del musculo","",2005
"2740","M653",1,"Dedo en gatillo","",2005
"2741","M659",1,"Sinovitis y tenosinovitis, no especificada","",2005
"2742","M665",1,"Ruptura espontanea de tendon no especificado","",2005
"2743","M713",2,"Otros quistes de la bolsa serosa","",2005
"2744","M750",2,"Capsulitis adhesiva del hombro","",2005
"2745","M751",7,"Sindrome de manguito rotatorio","",2005
"2746","M765",1,"Tendinitis rotuliana","",2005
"2747","M796",1,"Dolor en miembro","",2005
"2748","M869",1,"Osteomielitis, no especificada","",2005
"2749","M898",1,"Otros trastornos especificados del hueso","",2005
"2750","N029",4,"Hematuria recurrente y persistente: no especificada","",2005
"2751","N049",1,"Sindrome nefrotico: no especificada","",2005
"2752","N180",1,"Insuficiencia renal terminal","",2005
"2753","N189",13,"Insuficiencia renal cronica, no especificada","",2005
"2754","N200",3,"Calculo del riñon","",2005
"2755","N201",2,"Calculo del ureter","",2005
"2756","N202",1,"Calculo del riñon con calculo del ureter","",2005
"2757","N281",1,"Quiste de riñon, adquirido","",2005
"2758","N319",1,"Disfuncion neuromuscular de la vejiga, no especificada","",2005
"2759","N320",1,"Obstruccion de cuello de la vejiga","",2005
"2760","N359",1,"Estrechez uretral, no especificada","",2005
"2761","N390",28,"Infeccion de vias urinarias, sitio no especificado","",2005
"2762","N393",2,"Incontinencia urinaria por tension","",2005
"2763","N399",1,"Trastorno del sistema urinario, no especificado","",2005
"2764","N433",1,"Hidrocele, no especificado","",2005
"2765","N450",2,"Orquitis, epididimitis y orquiepididimitis con absceso","",2005
"2766","N459",1,"Orquitis, epididimitis y orquiepididimitis sin absceso","",2005
"2767","N481",1,"Balanopostitis","",2005
"2768","N488",1,"Otros trastornos especificados del pene","",2005
"2769","N508",3,"Otros trastornos especificados de los organos genitales masculinos","",2005
"2770","N601",2,"Mastopatia quistica difusa","",2005
"2771","N645",1,"Otros signos y sintomas relativos a la mama","",2005
"2772","N701",1,"Salpingitis y ooforitis cronica","",2005
"2773","N709",8,"Salpingitis y ooforitis, no especificadas","",2005
"2774","N719",2,"Enfermedad inflamatoria del utero, no especificadas","",2005
"2775","N735",1,"Peritonitis pelvica femenina, no especificada","",2005
"2776","N739",4,"Enfermedad inflamatoria pelvica femenina, no especificada","",2005
"2777","N751",3,"Absceso de la glandula de bartholin","",2005
"2778","N768",1,"Otras inflamaciones especificadas de la vagina y de la vulva","",2005
"2779","N800",2,"Endometriosis del utero","",2005
"2780","N813",2,"Prolapso uterovaginal completo","",2005
"2781","N819",2,"Prolapso genital femenino, no especificado","",2005
"2782","N831",1,"Quiste del cuerpo amarillo","",2005
"2783","N832",1,"Otros quistes ovaricos y los no especificados","",2005
"2784","N839",1,"Enfermedad no inflamatoria del ovario, de la trompa de falopio y del ligamento ancho, no especificada","",2005
"2785","N840",1,"Polipo del cuerpo del utero","",2005
"2786","N850",1,"Hiperplasia de glandula del endometrio","",2005
"2787","N858",1,"Otros trastornos no inflamatorios especificados del utero","",2005
"2788","N870",1,"Displasia cervical leve","",2005
"2789","N871",1,"Displasia cervical moderada","",2005
"2790","N898",2,"Otros trastornos especificados no inflamatorios de la vagina","",2005
"2791","N906",1,"Hipertrofia de la vulva","",2005
"2792","N921",8,"Menstruacion excesiva y frecuente con ciclo irregular","",2005
"2793","N924",1,"Hemorragia excesiva en periodo premenopausico","",2005
"2794","N946",1,"Dismenorrea, no especificada","",2005
"2795","N949",1,"Afecciones no especificadas asociadas con los organos genitales femeninos y el ciclo menstrual","",2005
"2796","N950",5,"Hemorragia postmenopausica","",2005
"2797","O000",1,"Embarazo abdominal","",2005
"2798","O001",1,"Embarazo tubarico","",2005
"2799","O009",1,"Embarazo ectopico, no especificado","",2005
"2800","O020",2,"Detencion del desarrollo del huevo y mola no hidatiforme","",2005
"2801","O021",13,"Aborto retenido","",2005
"2802","O030",18,"Aborto espontaneo: incompleto, complicado con infeccion genital y pelviana","",2005
"2803","O031",1,"Aborto espontaneo: incompleto, complicado por hemorragia excesiva o tardia","",2005
"2804","O033",1,"Aborto espontaneo: incompleto, con otras complicaciones especificadas y las no especificadas","",2005
"2805","O034",3,"Aborto espontaneo: incompleto, sin complicacion","",2005
"2806","O039",3,"Aborto espontaneo: completo o no especificado, sin complicacion","",2005
"2807","O060",1,"Aborto no especificado: incompleto, complicado con infeccion genital y pelviana","",2005
"2808","O064",3,"Aborto no especificado: incompleto, sin complicacion","",2005
"2809","O069",5,"Aborto no especificado: completo o no especificado, sin complicacion","",2005
"2810","O100",3,"Hipertension esencial preexistente que complica el embarazo, el parto y el puerperio","",2005
"2811","O120",3,"Edema gestacional","",2005
"2812","O121",1,"Proteinuria gestacional","",2005
"2813","O141",2,"Preeclampsia severa","",2005
"2814","O149",1,"Preeclampsia, no especificada","",2005
"2815","O200",17,"Amenaza de aborto","",2005
"2816","O209",2,"Hemorragia precoz del embarazo, sin otra especificacion","",2005
"2817","O210",2,"Hiperemesis gravidica leve","",2005
"2818","O230",5,"Infeccion del riñon en el embarazo","",2005
"2819","O239",6,"Otras infeccion y las no especificadas de las vias genitourinarias en el embarazo","",2005
"2820","O244",5,"Diabetes mellitus que se origina en el embarazo","",2005
"2821","O266",2,"Trastorno del higado en el embarazo, el parto y el puerperio","",2005
"2822","O268",1,"Otras complicaciones especificadas relacionadas con el embarazo","",2005
"2823","O269",2,"Complicacion relacionada con el embarazo, no especificada","",2005
"2824","O328",1,"Atencion materna por otras presentaciones anormales del feto","",2005
"2825","O331",2,"Atencion materna por desproporcion debida a estrechez general de la pelvis","",2005
"2826","O339",1,"Atencion materna por desproporcion de origen no especificado","",2005
"2827","O342",3,"Atencion materna por cicatriz uterina debida a cirugia previa","",2005
"2828","O360",1,"Atencion materna por isoinmunizacion rhesus","",2005
"2829","O364",1,"Atencion materna por muerte intrauterina","",2005
"2830","O470",39,"Falso trabajo de parto antes de la 37 semanas completas de gestacion","",2005
"2831","O471",3,"Falso trabajo de parto antes de la 37 y mas semanas completas de gestacion","",2005
"2832","O479",9,"Falso trabajo de parto sin otra especificacion","",2005
"2833","O620",1,"Contracciones primarias inadecuadas","",2005
"2834","O621",4,"Inercia uterina secundaria","",2005
"2835","O629",1,"Anomalia dinamica del trabajo de parto, no especificada","",2005
"2836","O641",3,"Trabajo de parto obstruido debido a presentacion de nalgas","",2005
"2837","O648",2,"Trabajo de parto obstruido debido a otras presentaciones anormales del feto","",2005
"2838","O654",3,"Trabajo de parto obstruido debido a desproporcion fetopelviana, sin otra especificacion","",2005
"2839","O655",11,"Trabajo de parto obstruido debido a anomalias de los organos pelvianos maternos","",2005
"2840","O665",1,"Fracaso no especificado de la aplicacion de forceps o de ventosa extractora","",2005
"2841","O680",2,"Trabajo de parto y parto complicados por anomalias de la frecuencia cardiaca fetal","",2005
"2842","O689",3,"Trabajo de parto y parto complicados por sufrimiento fetal, sin otra especificacion","",2005
"2843","O698",1,"Trabajo de parto y parto complicados por otros problemas del cordon umbilical","",2005
"2844","O730",1,"Retencion de la placenta sin hemorragia","",2005
"2845","O756",3,"Retraso del parto despues de la ruptura espontanea o no especificada de las membranas","",2005
"2846","O800",3,"Parto unico espontaneo, presentacion cefalica de vertice","",2005
"2847","O809",151,"Parto unico espontaneo, sin otra especificacion","",2005
"2848","O813",3,"Parto con forceps de otros tipos y los no especificados","",2005
"2849","O820",2,"Parto por cesarea electiva","",2005
"2850","O829",77,"Parto por cesarea, sin otra especificacion","",2005
"2851","O832",1,"Otros partos unicos con ayuda de manipulacion obstetrica","",2005
"2852","O839",1,"Parto unico asistido, sin otra especificacion","",2005
"2853","O860",3,"Infeccion de herida quirurgica obstetrica","",2005
"2854","O912",1,"Mastitis no purulenta asociada con el parto","",2005
"2855","O924",1,"Hipogalactia","",2005
"2856","O996",3,"Enfermedades del sistema digestivo que complican el embarazo, el parto y el puerperio","",2005
"2857","O998",1,"Otras enfermedades especificadas y afecciones que complican el embarazo, el parto y el puerperio","",2005
"2858","P071",1,"Otro peso bajo al nacer","",2005
"2859","P072",1,"Inmaturidad extrema","",2005
"2860","P153",1,"Traumatismo ocular durante el nacimiento","",2005
"2861","P220",2,"Sindrome de dificultad respiratoria del recien nacido","",2005
"2862","P221",2,"Taquipnea transitoria del recien nacido","",2005
"2863","P228",1,"Otras dificultades respiratorias del recien nacido","",2005
"2864","P239",1,"Neumonia congenita, organismo no especificado","",2005
"2865","P290",1,"Insuficiencia cardiaca neonatal","",2005
"2866","P599",11,"Ictericia neonatal, no especificada","",2005
"2867","P925",1,"Dificultad neonatal en la lactancia materna","",2005
"2868","P928",1,"Otros problemas de alimentacion del recien nacido","",2005
"2869","Q039",2,"Hidrocefalo congenito, no especificado","",2005
"2870","Q188",1,"Otras malformaciones congenitas especificadas de cara y cuello","",2005
"2871","Q378",1,"Fisura del paladar con labio leporino bilateral, sin otra especificacion","",2005
"2872","Q381",1,"Anquiloglosia","",2005
"2873","Q382",1,"Macroglosia","",2005
"2874","Q531",3,"Testiculo no descendido, unilateral","",2005
"2875","Q539",2,"Testiculo no descendido, sin otra especificacion","",2005
"2876","Q556",1,"Otras malformaciones congenitas del pene","",2005
"2877","Q767",1,"Malformacion congenita del esternon","",2005
"2878","Q909",1,"Sindrome de down, no especificado","",2005
"2879","R001",1,"Bradicardia, no especificada","",2005
"2880","R002",1,"Palpitaciones","",2005
"2881","R042",1,"Hemoptisis","",2005
"2882","R065",1,"Respiracion con la boca","",2005
"2883","R072",6,"Dolor precordial","",2005
"2884","R073",1,"Otros dolores en el pecho","",2005
"2885","R102",1,"Dolor pelvico y perineal","",2005
"2886","R104",7,"Otros dolores abdominales y los no especificados","",2005
"2887","R400",1,"Somnolencia","",2005
"2888","R410",1,"Desorientacion no especificada","",2005
"2889","R509",9,"Fiebre, no especificada","",2005
"2890","R560",3,"Convulsiones febriles","",2005
"2891","R568",4,"Otras convulsiones y las no especificadas","",2005
"2892","R590",1,"Adenomegalia localizada","",2005
"2893","R591",1,"Adenomegalia generalizada","",2005
"2894","R609",1,"Edema, no especificado","",2005
"2895","R634",1,"Perdida anormal de peso","",2005
"2896","S009",3,"Traumatismo superficial de la cabeza, parte no especificada","",2005
"2897","S018",1,"Herida de otras partes de la cabeza","",2005
"2898","S022",1,"Fractura de los huesos de la nariz","",2005
"2899","S024",1,"Fractura del malar y del hueso maxilar superior","",2005
"2900","S026",2,"Fractura del maxilar inferior","",2005
"2901","S056",1,"Herida penetrante del globo ocular sin cuerpo extraño","",2005
"2902","S059",1,"Traumatismo del ojo y de la orbita, no especificado","",2005
"2903","S065",1,"Hemorragia subdural traumatica","",2005
"2904","S069",13,"Traumatismo intracraneal, no especificado","",2005
"2905","S099",2,"Traumatismo de la cabeza, no especificado","",2005
"2906","S199",1,"Traumatismo del cuello, no especificado","",2005
"2907","S202",1,"Contusion del torax","",2005
"2908","S208",1,"Traumatismo superficial de otras partes y de las no especificadas del torax","",2005
"2909","S219",4,"Heridas del torax, parte no especificada","",2005
"2910","S270",1,"Neumotorax traumatico","",2005
"2911","S271",2,"Hemotorax traumatico","",2005
"2912","S328",1,"Fractura de otras partes y de las no especificadas de la columna lumbar y de la pelvis","",2005
"2913","S340",1,"Concusion y edema de la medula espinal lumbar","",2005
"2914","S360",1,"Traumatismo del bazo","",2005
"2915","S423",3,"Fractura de la diafisis del humero","",2005
"2916","S424",1,"Fractura de la epifisis inferior del humero","",2005
"2917","S429",1,"Fractura del hombro y del brazo, parte no especificada","",2005
"2918","S431",1,"Luxacion de la articulacion acromioclavicular","",2005
"2919","S460",1,"Traumatismo de tendon del manguito rotatorio del hombro","",2005
"2920","S519",2,"Heridas del antebrazo, parte no especificada","",2005
"2921","S520",4,"Fractura de la epifisis superior del cubito","",2005
"2922","S523",1,"Fractura de la diafisis del radio","",2005
"2923","S528",2,"Fractura de otras partes del antebrazo","",2005
"2924","S529",2,"Fractura del antebrazo, parte no especificada","",2005
"2925","S565",1,"Traumatismo de otro tendon y musculo extensor a nivel del antebrazo","",2005
"2926","S610",1,"Herida de dedo(s) de la mano, sin daño de la(s) uña(s)","",2005
"2927","S611",1,"Herida de dedo(s) de la mano, con daño de la(s) uña(s)","",2005
"2928","S617",1,"Heridas multiples de la muñeca y de la mano","",2005
"2929","S619",3,"Herida de la muñeca y de la mano, parte no especificada","",2005
"2930","S626",3,"Fractura de otro dedo de la mano","",2005
"2931","S628",6,"Fractura de otras partes y de las no especificadas de la muñeca y de la mano","",2005
"2932","S670",1,"Traumatismo por aplastamiento del pulgar y otro(s) dedo(s)","",2005
"2933","S682",1,"Amputacion traumatica de dos o mas dedos solamente (completa) (parcial)","",2005
"2934","S683",1,"Amputacion traumatica combinada (de parte) de dedo(s) con otras partes de la muñeca y de la mano","",2005
"2935","S720",11,"Fractura del cuello del femur","",2005
"2936","S721",1,"Fractura pertrocanteriana","",2005
"2937","S729",3,"Fractura del femur, parte no especificada","",2005
"2938","S800",1,"Contusion de la rodilla","",2005
"2939","S809",1,"Traumatismo superficial de la pierna, no especificado","",2005
"2940","S822",5,"Fractura de la diafisis de la tibia","",2005
"2941","S828",10,"Fractura de otras partes de la pierna","",2005
"2942","S829",7,"Fractura de la pierna, parte no especificada","",2005
"2943","S834",1,"Esguinces y torceduras que comprometen los ligamentos laterales (externo) (interno) de la rodilla","",2005
"2944","S860",1,"Traumatismo del tendon de aquiles","",2005
"2945","S903",1,"Contusion de otras partes y de las no especificadas del pie","",2005
"2946","S913",2,"Heridas de otras partes del pie","",2005
"2947","S924",1,"Fractura de los huesos del dedo gordo del pie","",2005
"2948","S925",1,"Fractura de los huesos de otro(s) dedo(s) del pie","",2005
"2949","S969",1,"Traumatismo de tendones y musculos no especificados a nivel del pie y del tobillo","",2005
"2950","S978",1,"Traumatismo por aplastamiento de otras partes del pie y del tobillo","",2005
"2951","S981",1,"Amputacion traumatica de un dedo del pie","",2005
"2952","T009",10,"Traumatismos superficiales multiples, no especificados","",2005
"2953","T011",1,"Heridas que afectan el torax con el abdomen, la region lumbosacra y la pelvis","",2005
"2954","T021",1,"Fracturas que afectan el torax con el abdomen, la region lumbosacra y la pelvis","",2005
"2955","T029",1,"Fracturas multiples, no especificados","",2005
"2956","T062",1,"Traumatismos de nervios que afectan multiples regiones del cuerpo","",2005
"2957","T139",1,"Traumatismo no especificado de miembro inferior, nivel no especificado","",2005
"2958","T140",1,"Traumatismos superficial de region no especificada del cuerpo","",2005
"2959","T141",1,"Herida de region no especificada del cuerpo","",2005
"2960","T189",1,"Cuerpo extraño en el tubo digestivo, parte no especificada","",2005
"2961","T200",1,"Quemadura de la cabeza y del cuello, grado no especificado","",2005
"2962","T202",1,"Quemadura de la cabeza y del cuello, de segundo grado","",2005
"2963","T211",1,"Quemadura del tronco, de primer grado","",2005
"2964","T232",1,"Quemadura de la muñeca y de la mano, de segundo grado","",2005
"2965","T250",1,"Quemadura del tobillo y del pie, grado no especificado","",2005
"2966","T252",1,"Quemadura del tobillo y del pie, de segundo grado","",2005
"2967","T290",2,"Quemaduras de multiples regiones, grado no especificado","",2005
"2968","T300",1,"Quemadura de region del cuerpo y grado no especificados","",2005
"2969","T310",2,"Quemaduras que afectan menos del 10% de la superficie del cuerpo","",2005
"2970","T509",1,"Envenenamiento por diureticos y otras drogas, medicamentos y sustancias biologicas no especificadas: otras drogas y sustancias biologicas, y las no especificadas","",2005
"2971","T602",1,"Efecto toxico de plaguicidas [pesticidas]: otros insecticidas","",2005
"2972","T608",1,"Efecto toxico de plaguicidas [pesticidas]: otros plaguicidas","",2005
"2973","T633",1,"Efecto toxico del contacto con animales venenosos: veneno de arañas","",2005
"2974","T813",1,"Desgarro de herida operatoria, no clasificado en otra parte","",2005
"2975","T814",6,"Infeccion consecutiva a procedimiento, no clasificada en otra parte","",2005
"2976","T818",1,"Otras complicaciones de procedimientos, no clasificadas en otra parte","",2005
"2977","T838",1,"Otras complicaciones de dispositivos protesicos, implantes e injertos genitourinarios:","",2005
"2978","T850",1,"Complicacion mecanica de derivacion (anastomotica) ventricular intracraneal","",2005
"2979","T857",1,"Infeccion y reaccion inflamatoria debidas a otros dispositivos protesicos, implantes e injertos internos","",2005
"2980","Z014",1,"Examen ginecologico (general) (de rutina)","",2005
"2981","Z019",1,"Examen especial no especificado","",2005
"2982","Z031",1,"Observacion por sospecha de tumor maligno","",2005
"2983","Z098",1,"Examen de seguimiento consecutivo a otro tratamiento por otras afecciones","",2005
"2984","Z302",2,"Esterilizacion","",2005
"2985","Z305",2,"Supervision del uso de dispositivo anticonceptivo (intrauterino)","",2005
"2986","Z352",2,"Supervision de embarazo con otro riesgo en la historia obstetrica o reproductiva","",2005
"2987","Z357",1,"Supervision de embarazo de alto riesgo debido a problemas sociales","",2005
"2988","Z359",4,"Supervision de embarazo de alto riesgo, sin otra especificacion","",2005
"2989","Z390",1,"Atencion y examen inmediatamente despues del parto","",2005
"2990","Z392",1,"Seguimiento postparto, de rutina","",2005
"2991","Z411",3,"Otras cirugias plasticas por razones esteticas","",2005
"2992","Z432",2,"Atencion de ileostomia","",2005
"2993","Z450",4,"Asistencia y ajuste de marcapaso cardiaco","",2005
"2994","Z458",1,"Asistencia y ajuste de otros dispositivos implantados","",2005
"2995","Z466",1,"Prueba y ajuste de dispositivo urinario","",2005
"2996","Z470",8,"Cuidados posteriores a la extraccion de placa u otro dispositivo de fijacion interna en fractura","",2005
"2997","Z478",1,"Otros cuidados especificados posteriores a la ortopedia","",2005
"2998","Z509",3,"Atencion por procedimiento de rehabilitacion, no especificada","",2005
"2999","Z511",1,"Sesion de quimioterapia por tumor","",2005
"3000","Z512",11,"Otra quimioterapia","",2005
"3001","Z515",2,"Atencion paliativa","",2005
"3002","Z540",2,"Convalecencia consecutiva a cirugia","",2005
"3003","Z548",1,"Convalecencia consecutiva a otros tratamientos","",2005
"3004","Z894",1,"Ausencia adquirida de pie y tobillo","",2005
"3005","Z915",22,"Historia personal de lesion autoinfligida intencionalmente","",2005
"3006","Z918",5,"Historia personal de otros factores de riesgo, no clasificados en otra parte","",2005
"3007","Z992",2,"Dependencia de dialisis renal","",2005
"3008","A080",1,"Enteritis debida a rotavirus","",2006
"3009","A220",1,"Carbunco cutaneo","",2006
"3010","A411",1,"Septicemia debida a otro estafilococo especificado","",2006
"3011","A419",5,"Septicemia, no especificada","",2006
"3012","A879",2,"Meningitis viral, sin otra especificacion","",2006
"3013","B029",1,"Herpes zoster sin complicaciones","",2006
"3014","B279",2,"Mononucleosis infecciosa, no especificada","",2006
"3015","C159",3,"Tumor maligno del esofago, parte no especificada","",2006
"3016","C160",1,"Tumor maligno del cardias","",2006
"3017","C169",8,"Tumor maligno del estomago, parte no especificada","",2006
"3018","C187",1,"Tumor maligno del colon sigmoide","",2006
"3019","C189",6,"Tumor maligno del colon, parte no especificada","",2006
"3020","C220",1,"Carcinoma de celulas hepaticas","",2006
"3021","C259",4,"Tumor maligno del pancreas, parte no especificada","",2006
"3022","C349",3,"Tumor maligno de los bronquios o del pulmon, parte no especificada","",2006
"3023","C413",1,"Tumor maligno de la costilla, esternon y clavicula","",2006
"3024","C437",1,"Melanoma maligno del miembro inferior, incluida la cadera","",2006
"3025","C493",1,"Tumor maligno del tejido conjuntivo y tejido blando del torax","",2006
"3026","C509",8,"Tumor maligno de la mama, parte no especificada","",2006
"3027","C539",8,"Tumor maligno del cuello del utero, sin otra especificacion","",2006
"3028","C541",1,"Tumor maligno del endometrio","",2006
"3029","C629",2,"Tumor maligno del testiculo, no especificado","",2006
"3030","C719",10,"Tumor maligno del encefalo, parte no especificada","",2006
"3031","C723",2,"Tumor maligno del nervio optico","",2006
"3032","C749",1,"Tumor maligno de la glandula suprarrenal, parte no especificada","",2006
"3033","C762",1,"Tumor maligno del abdomen","",2006
"3034","C772",1,"Tumor maligno de los ganglios linfaticos intraabdominales","",2006
"3035","C859",4,"Linfoma no hodgkin, no especificado","",2006
"3036","C900",2,"Mieloma multiple","",2006
"3037","C910",2,"Leucemia linfoblastica aguda","",2006
"3038","C920",1,"Leucemia mieloide aguda","",2006
"3039","D060",1,"Carcinoma in situ del endocervix","",2006
"3040","D069",3,"Carcinoma in situ del cuello del utero, parte no especificada","",2006
"3041","D179",1,"Tumor benigno lipomatoso, de sitio no especificado","",2006
"3042","D180",1,"Hemangioma, de cualquier sitio","",2006
"3043","D224",1,"Nevo melanocitico del cuero cabelludo y del cuello","",2006
"3044","D237",1,"Tumor benigno de la piel del miembro inferior, incluida la cadera","",2006
"3045","D259",11,"Leiomioma del utero, sin otra especificacion","",2006
"3046","D269",5,"Tumor benigno del utero, parte no especificada","",2006
"3047","D287",1,"Tumor benigno de otros sitios especificados de los organos genitales femeninos","",2006
"3048","D352",1,"Tumor benigno de la hipofisis","",2006
"3049","D367",1,"Tumor benigno de otros sitios especificados","",2006
"3050","D370",1,"Tumor de comportamiento incierto o desconocido del labio, de la cavidad bucal y de la faringe","",2006
"3051","D371",1,"Tumor de comportamiento incierto o desconocido del estomago","",2006
"3052","D374",1,"Tumor de comportamiento incierto o desconocido del colon","",2006
"3053","D377",1,"Tumor de comportamiento incierto o desconocido de otros organos digestivos especificados","",2006
"3054","D391",1,"Tumor de comportamiento incierto o desconocido del ovario","",2006
"3055","D400",2,"Tumor de comportamiento incierto o desconocido de la prostata","",2006
"3056","D401",1,"Tumor de comportamiento incierto o desconocido del testiculo","",2006
"3057","D410",2,"Tumor de comportamiento incierto o desconocido del riñon","",2006
"3058","D414",3,"Tumor de comportamiento incierto o desconocido de la vejiga","",2006
"3059","D430",4,"Tumor de comportamiento incierto o desconocido del encefalo, supratentorial","",2006
"3060","D480",2,"Tumor de comportamiento incierto o desconocido del hueso y cartilago articular","",2006
"3061","D486",2,"Tumor de comportamiento incierto o desconocido de la mama","",2006
"3062","D487",3,"Tumor de comportamiento incierto o desconocido de otros sitios especificados","",2006
"3063","D509",1,"Anemia por deficiencia de hierro sin otra especificacion","",2006
"3064","D589",1,"Anemia hemolitica hereditaria, sin otra especificacion","",2006
"3065","D649",3,"Anemia de tipo no especificado","",2006
"3066","D683",1,"Trastorno hemorragico debido a anticoagulantes circulantes","",2006
"3067","D690",2,"Purpura alergica","",2006
"3068","D693",2,"Purpura trombocitopenica idiopatica","",2006
"3069","E039",1,"Hipotiroidismo, no especificado","",2006
"3070","E050",2,"Tirotoxicosis con bocio difuso","",2006
"3071","E059",1,"Tirotoxicosis, no especificada","",2006
"3072","E105",1,"Diabetes mellitus insulinodependiente con complicaciones circulatorias perifericas","",2006
"3073","E109",1,"Diabetes mellitus insulinodependiente sin mencion de complicacion","",2006
"3074","E115",13,"Diabetes mellitus no insulinodependiente con complicaciones circulatorias perifericas","",2006
"3075","E118",42,"Diabetes mellitus no insulinodependiente con complicaciones no especificadas","",2006
"3076","E119",2,"Diabetes mellitus no insulinodependiente sin mencion de complicacion","",2006
"3077","E136",6,"Otras diabetes mellitus especificadas con otras complicaciones especificadas","",2006
"3078","E142",1,"Diabetes mellitus, no especificada con complicaciones renales","",2006
